time,Import T1 kWh,Import T2 kWh,Export T1 kWh,Export T2 kWh
2022-09-10 08:45,8614.494,4807.485,3182.456,7625.152
2022-09-10 09:00,8614.777,4807.702,3182.597,7625.51
2022-09-10 09:15,8615.247,4807.864,3182.702,7625.519
2022-09-10 09:30,8615.523,4808.013,3182.893,7625.525
2022-09-10 09:45,8615.704,4808.276,3182.906,7625.582
2022-09-10 10:00,8616.202,4808.414,3182.907,7625.636
2022-09-10 10:15,8616.592,4808.676,3183.059,7625.778
2022-09-10 10:30,8616.744,4808.921,3183.252,7626.134
2022-09-10 10:45,8617.055,4809.148,3183.416,7626.5
2022-09-10 11:00,8617.278,4809.268,3183.522,7626.677
2022-09-10 11:15,8617.73,4809.443,3183.539,7626.833
2022-09-10 11:30,8617.895,4809.627,3183.679,7626.995
2022-09-10 11:45,8618.252,4809.764,3183.748,7627.161
2022-09-10 12:00,8618.735,4809.842,3183.885,7627.465
2022-09-10 12:15,8619.199,4809.908,3184.041,7627.754
2022-09-10 12:30,8619.659,4810.19,3184.191,7627.847
2022-09-10 12:45,8620.025,4810.246,3184.334,7628.023
2022-09-10 13:00,8620.246,4810.523,3184.455,7628.278
2022-09-10 13:15,8620.376,4810.751,3184.616,7628.59
2022-09-10 13:30,8620.544,4810.88,3184.72,7628.747
2022-09-10 13:45,8621.002,4811.051,3184.754,7628.808
2022-09-10 14:00,8621.385,4811.22,3184.873,7628.878
2022-09-10 14:15,8621.527,4811.327,3185.038,7629.155
2022-09-10 14:30,8622.016,4811.473,3185.148,7629.16
2022-09-10 14:45,8622.32,4811.706,3185.168,7629.308
2022-09-10 15:00,8622.488,4811.874,3185.22,7629.418
2022-09-10 15:15,8622.78,4812.054,3185.331,7629.672
2022-09-10 15:30,8623.04,4812.214,3185.507,7629.913
2022-09-10 15:45,8623.225,4812.355,3185.67,7630.133
2022-09-10 16:00,8623.579,4812.463,3185.823,7630.307
2022-09-10 16:15,8623.889,4812.663,3185.858,7630.526
2022-09-10 16:30,8624.099,4812.809,3185.947,7630.762
2022-09-10 16:45,8624.52,4812.964,3186.137,7630.995
2022-09-10 17:00,8624.835,4813.25,3186.189,7631.321
2022-09-10 17:15,8625.071,4813.385,3186.285,7631.518
2022-09-10 17:30,8625.234,4813.518,3186.464,7631.765
2022-09-10 17:45,8625.534,4813.731,3186.662,7631.992
2022-09-10 18:00,8625.696,4813.816,3186.676,7632.283
2022-09-10 18:15,8626.162,4813.976,3186.838,7632.47
2022-09-10 18:30,8626.46,4814.126,3186.894,7632.719
2022-09-10 18:45,8626.925,4814.344,3187.053,7632.743
2022-09-10 19:00,8627.153,4814.547,3187.237,7632.796
2022-09-10 19:15,8627.437,4814.819,3187.398,7633.084
2022-09-10 19:30,8627.745,4814.92,3187.549,7633.462
2022-09-10 19:45,8628.205,4814.99,3187.693,7633.704
2022-09-10 20:00,8628.356,4815.172,3187.851,7634.086
2022-09-10 20:15,8628.615,4815.311,3187.922,7634.475
2022-09-10 20:30,8628.749,4815.434,3187.939,7634.649
2022-09-10 20:45,8629.214,4815.638,3188.011,7635.039
2022-09-10 21:00,8629.641,4815.758,3188.049,7635.161
2022-09-10 21:15,8629.901,4816.021,3188.154,7635.255
2022-09-10 21:30,8630.269,4816.307,3188.223,7635.305
2022-09-10 21:45,8630.586,4816.405,3188.36,7635.669
2022-09-10 22:00,8630.931,4816.63,3188.374,7635.816
2022-09-10 22:15,8631.372,4816.883,3188.475,7636.113
2022-09-10 22:30,8631.866,4817.087,3188.654,7636.181
2022-09-10 22:45,8631.999,4817.168,3188.824,7636.29
2022-09-10 23:00,8632.326,4817.453,3188.828,7636.338
2022-09-10 23:15,8632.787,4817.575,3188.868,7636.538
2022-09-10 23:30,8633.046,4817.807,3188.924,7636.869
2022-09-10 23:45,8633.248,4817.938,3189.059,7637.262
2022-09-11 00:00,8633.4,4818.233,3189.258,7637.576
2022-09-11 00:15,8633.75,4818.43,3189.313,7637.969
2022-09-11 00:30,8633.935,4818.617,3189.505,7638.018
2022-09-11 00:45,8634.186,4818.723,3189.605,7638.29
2022-09-11 01:00,8634.446,4819.011,3189.724,7638.441
2022-09-11 01:15,8634.796,4819.27,3189.847,7638.518
2022-09-11 01:30,8635.278,4819.374,3190.027,7638.701
2022-09-11 01:45,8635.774,4819.54,3190.143,7639.09
2022-09-11 02:00,8635.993,4819.765,3190.169,7639.262
2022-09-11 02:15,8636.199,4820.051,3190.313,7639.645
2022-09-11 02:30,8636.587,4820.277,3190.358,7639.858
2022-09-11 02:45,8636.963,4820.527,3190.452,7640.21
2022-09-11 03:00,8637.172,4820.676,3190.564,7640.434
2022-09-11 03:15,8637.65,4820.906,3190.673,7640.61
2022-09-11 03:30,8638.07,4821.093,3190.677,7640.942
2022-09-11 03:45,8638.25,4821.282,3190.683,7641.226
2022-09-11 04:00,8638.549,4821.503,3190.777,7641.524
2022-09-11 04:15,8638.685,4821.751,3190.975,7641.568
2022-09-11 04:30,8638.995,4821.932,3190.999,7641.908
2022-09-11 04:45,8639.323,4822.007,3191.053,7642.259
2022-09-11 05:00,8639.496,4822.167,3191.205,7642.39
2022-09-11 05:15,8639.626,4822.284,3191.312,7642.44
2022-09-11 05:30,8639.798,4822.571,3191.432,7642.748
2022-09-11 05:45,8640.093,4822.762,3191.453,7642.872
2022-09-11 06:00,8640.215,4822.924,3191.531,7643.019
2022-09-11 06:15,8640.385,4823.11,3191.653,7643.267
2022-09-11 06:30,8640.562,4823.274,3191.671,7643.379
2022-09-11 06:45,8640.834,4823.413,3191.757,7643.722
2022-09-11 07:00,8641.148,4823.711,3191.897,7643.831
2022-09-11 07:15,8641.395,4823.982,3191.97,7643.874
2022-09-11 07:30,8641.754,4824.088,3192.052,7644.146
2022-09-11 07:45,8642.226,4824.242,3192.201,7644.519
2022-09-11 08:00,8642.42,4824.313,3192.283,7644.696
2022-09-11 08:15,8642.916,4824.58,3192.316,7644.923
2022-09-11 08:30,8643.149,4824.639,3192.43,7645.038
2022-09-11 08:45,8643.489,4824.767,3192.623,7645.115
2022-09-11 09:00,8643.732,4824.885,3192.799,7645.252
2022-09-11 09:15,8644.104,4825.139,3192.935,7645.343
2022-09-11 09:30,8644.546,4825.429,3192.972,7645.485
2022-09-11 09:45,8644.963,4825.709,3193.171,7645.497
2022-09-11 10:00,8645.311,4825.777,3193.35,7645.76
2022-09-11 10:15,8645.638,4825.875,3193.382,7645.877
2022-09-11 10:30,8645.799,4826.052,3193.402,7646.148
2022-09-11 10:45,8646.224,4826.227,3193.443,7646.255
2022-09-11 11:00,8646.717,4826.469,3193.579,7646.406
2022-09-11 11:15,8647.071,4826.631,3193.645,7646.431
2022-09-11 11:30,8647.403,4826.771,3193.711,7646.749
2022-09-11 11:45,8647.563,4826.96,3193.791,7646.932
2022-09-11 12:00,8647.774,4827.082,3193.984,7647.052
2022-09-11 12:15,8648.018,4827.221,3194.05,7647.06
2022-09-11 12:30,8648.194,4827.351,3194.12,7647.071
2022-09-11 12:45,8648.691,4827.616,3194.221,7647.088
2022-09-11 13:00,8649.16,4827.733,3194.417,7647.093
2022-09-11 13:15,8649.409,4827.803,3194.58,7647.27
2022-09-11 13:30,8649.567,4827.962,3194.599,7647.441
2022-09-11 13:45,8649.825,4828.208,3194.672,7647.736
2022-09-11 14:00,8649.991,4828.452,3194.695,7647.748
2022-09-11 14:15,8650.306,4828.554,3194.863,7648.083
2022-09-11 14:30,8650.477,4828.74,3194.871,7648.436
2022-09-11 14:45,8650.597,4828.799,3195.03,7648.517
2022-09-11 15:00,8650.943,4829.043,3195.217,7648.777
2022-09-11 15:15,8651.195,4829.284,3195.39,7649.034
2022-09-11 15:30,8651.569,4829.391,3195.58,7649.157
2022-09-11 15:45,8651.878,4829.587,3195.778,7649.208
2022-09-11 16:00,8652.229,4829.85,3195.905,7649.45
2022-09-11 16:15,8652.456,4829.904,3196.02,7649.581
2022-09-11 16:30,8652.789,4830.078,3196.213,7649.602
2022-09-11 16:45,8653.087,4830.224,3196.392,7649.621
2022-09-11 17:00,8653.424,4830.388,3196.444,7649.695
2022-09-11 17:15,8653.528,4830.617,3196.523,7649.956
2022-09-11 17:30,8654.013,4830.902,3196.671,7650.295
2022-09-11 17:45,8654.208,4831.055,3196.863,7650.676
2022-09-11 18:00,8654.338,4831.294,3197.023,7650.95
2022-09-11 18:15,8654.556,4831.463,3197.044,7651.178
2022-09-11 18:30,8654.933,4831.613,3197.114,7651.493
2022-09-11 18:45,8655.406,4831.802,3197.13,7651.713
2022-09-11 19:00,8655.844,4832.086,3197.156,7652.059
2022-09-11 19:15,8656.075,4832.301,3197.254,7652.218
2022-09-11 19:30,8656.508,4832.579,3197.273,7652.481
2022-09-11 19:45,8656.629,4832.725,3197.309,7652.616
2022-09-11 20:00,8656.766,4832.922,3197.507,7652.831
2022-09-11 20:15,8656.941,4832.992,3197.649,7652.956
2022-09-11 20:30,8657.356,4833.06,3197.707,7653.002
2022-09-11 20:45,8657.746,4833.312,3197.877,7653.194
2022-09-11 21:00,8657.898,4833.61,3198.02,7653.424
2022-09-11 21:15,8658.282,4833.716,3198.13,7653.579
2022-09-11 21:30,8658.686,4833.81,3198.266,7653.904
2022-09-11 21:45,8658.863,4833.902,3198.382,7654.236
2022-09-11 22:00,8659.231,4834.106,3198.418,7654.243
2022-09-11 22:15,8659.493,4834.348,3198.598,7654.246
2022-09-11 22:30,8659.622,4834.609,3198.754,7654.313
2022-09-11 22:45,8659.929,4834.835,3198.822,7654.575
2022-09-11 23:00,8660.226,4834.952,3198.869,7654.92
2022-09-11 23:15,8660.679,4835.248,3199.034,7655.025
2022-09-11 23:30,8661.003,4835.408,3199.189,7655.365
2022-09-11 23:45,8661.439,4835.634,3199.223,7655.385
2022-09-12 00:00,8661.721,4835.836,3199.298,7655.457
2022-09-12 00:15,8662.107,4836.03,3199.478,7655.697
2022-09-12 00:30,8662.595,4836.31,3199.597,7655.736
2022-09-12 00:45,8662.703,4836.518,3199.696,7656.015
2022-09-12 01:00,8662.984,4836.689,3199.749,7656.354
2022-09-12 01:15,8663.256,4836.929,3199.818,7656.407
2022-09-12 01:30,8663.668,4837.038,3199.999,7656.706
2022-09-12 01:45,8663.775,4837.288,3200.019,7656.931
2022-09-12 02:00,8664.107,4837.363,3200.162,7657.007
2022-09-12 02:15,8664.319,4837.639,3200.355,7657.028
2022-09-12 02:30,8664.609,4837.845,3200.45,7657.186
2022-09-12 02:45,8664.996,4838.057,3200.564,7657.201
2022-09-12 03:00,8665.348,4838.12,3200.621,7657.39
2022-09-12 03:15,8665.547,4838.184,3200.633,7657.398
2022-09-12 03:30,8665.729,4838.277,3200.749,7657.581
2022-09-12 03:45,8666.169,4838.393,3200.891,7657.946
2022-09-12 04:00,8666.472,4838.457,3201.048,7657.96
2022-09-12 04:15,8666.964,4838.667,3201.156,7658.181
2022-09-12 04:30,8667.329,4838.799,3201.206,7658.407
2022-09-12 04:45,8667.52,4838.909,3201.238,7658.505
2022-09-12 05:00,8667.687,4838.976,3201.252,7658.782
2022-09-12 05:15,8667.917,4839.186,3201.42,7658.815
2022-09-12 05:30,8668.323,4839.324,3201.519,7658.979
2022-09-12 05:45,8668.607,4839.461,3201.703,7659.219
2022-09-12 06:00,8668.934,4839.605,3201.813,7659.374
2022-09-12 06:15,8669.272,4839.85,3201.879,7659.526
2022-09-12 06:30,8669.442,4839.91,3202.049,7659.838
2022-09-12 06:45,8669.679,4840.12,3202.147,7659.869
2022-09-12 07:00,8669.897,4840.176,3202.186,7660.038
2022-09-12 07:15,8670.371,4840.374,3202.288,7660.41
2022-09-12 07:30,8670.474,4840.537,3202.384,7660.781
2022-09-12 07:45,8670.957,4840.719,3202.57,7661.134
2022-09-12 08:00,8671.113,4840.849,3202.755,7661.394
2022-09-12 08:15,8671.431,4841.083,3202.802,7661.415
2022-09-12 08:30,8671.636,4841.267,3202.905,7661.593
2022-09-12 08:45,8671.858,4841.555,3203.078,7661.62
2022-09-12 09:00,8672.263,4841.741,3203.258,7661.833
2022-09-12 09:15,8672.639,4841.972,3203.273,7661.978
2022-09-12 09:30,8673.045,4842.03,3203.372,7662.007
2022-09-12 09:45,8673.221,4842.237,3203.563,7662.376
2022-09-12 10:00,8673.402,4842.346,3203.616,7662.608
2022-09-12 10:15,8673.805,4842.468,3203.792,7662.636
2022-09-12 10:30,8673.954,4842.565,3203.99,7662.699
2022-09-12 10:45,8674.417,4842.718,3203.991,7662.909
2022-09-12 11:00,8674.886,4842.998,3204.1,7663.059
2022-09-12 11:15,8675.188,4843.067,3204.143,7663.337
2022-09-12 11:30,8675.569,4843.171,3204.178,7663.489
2022-09-12 11:45,8675.803,4843.289,3204.306,7663.651
2022-09-12 12:00,8676.158,4843.412,3204.33,7663.891
2022-09-12 12:15,8676.268,4843.52,3204.37,7663.996
2022-09-12 12:30,8676.456,4843.595,3204.452,7664.276
2022-09-12 12:45,8676.737,4843.746,3204.541,7664.455
2022-09-12 13:00,8677.033,4844.012,3204.679,7664.827
2022-09-12 13:15,8677.528,4844.263,3204.834,7665.015
2022-09-12 13:30,8678.027,4844.431,3204.876,7665.065
2022-09-12 13:45,8678.176,4844.542,3204.995,7665.38
2022-09-12 14:00,8678.387,4844.662,3205.143,7665.486
2022-09-12 14:15,8678.52,4844.783,3205.261,7665.699
2022-09-12 14:30,8678.756,4844.851,3205.451,7665.992
2022-09-12 14:45,8679.236,4845.081,3205.473,7666.356
2022-09-12 15:00,8679.564,4845.332,3205.666,7666.716
2022-09-12 15:15,8679.68,4845.619,3205.772,7666.727
2022-09-12 15:30,8679.988,4845.847,3205.779,7666.834
2022-09-12 15:45,8680.461,4845.916,3205.792,7666.852
2022-09-12 16:00,8680.95,4846.156,3205.8,7667.035
2022-09-12 16:15,8681.415,4846.379,3205.861,7667.065
2022-09-12 16:30,8681.819,4846.581,3205.929,7667.378
2022-09-12 16:45,8682.02,4846.669,3206.011,7667.494
2022-09-12 17:00,8682.48,4846.839,3206.018,7667.612
2022-09-12 17:15,8682.699,4847.012,3206.195,7667.808
2022-09-12 17:30,8683.15,4847.18,3206.241,7668.202
2022-09-12 17:45,8683.266,4847.307,3206.365,7668.47
2022-09-12 18:00,8683.389,4847.534,3206.505,7668.63
2022-09-12 18:15,8683.81,4847.796,3206.702,7669.022
2022-09-12 18:30,8683.953,4848.041,3206.813,7669.144
2022-09-12 18:45,8684.228,4848.291,3206.969,7669.443
2022-09-12 19:00,8684.466,4848.458,3206.997,7669.678
2022-09-12 19:15,8684.677,4848.609,3207.195,7669.762
2022-09-12 19:30,8684.922,4848.77,3207.349,7669.813
2022-09-12 19:45,8685.216,4848.848,3207.441,7670.053
2022-09-12 20:00,8685.65,4849.074,3207.503,7670.262
2022-09-12 20:15,8685.997,4849.295,3207.639,7670.471
2022-09-12 20:30,8686.46,4849.467,3207.794,7670.654
2022-09-12 20:45,8686.895,4849.701,3207.837,7670.856
2022-09-12 21:00,8687.053,4849.94,3207.961,7670.875
2022-09-12 21:15,8687.323,4850.035,3208.053,7671.053
2022-09-12 21:30,8687.636,4850.273,3208.218,7671.188
2022-09-12 21:45,8687.838,4850.453,3208.365,7671.425
2022-09-12 22:00,8688.165,4850.658,3208.56,7671.565
2022-09-12 22:15,8688.654,4850.819,3208.58,7671.726
2022-09-12 22:30,8688.844,4851.105,3208.648,7671.988
2022-09-12 22:45,8689.258,4851.348,3208.72,7672.352
2022-09-12 23:00,8689.756,4851.55,3208.772,7672.718
2022-09-12 23:15,8689.958,4851.768,3208.873,7673.066
2022-09-12 23:30,8690.4,4851.892,3208.903,7673.328
2022-09-12 23:45,8690.57,4851.987,3208.988,7673.614
2022-09-13 00:00,8691.039,4852.284,3209.109,7673.656
2022-09-13 00:15,8691.26,4852.577,3209.229,7673.709
2022-09-13 00:30,8691.471,4852.701,3209.344,7674.08
2022-09-13 00:45,8691.933,4852.998,3209.349,7674.288
2022-09-13 01:00,8692.15,4853.202,3209.459,7674.478
2022-09-13 01:15,8692.339,4853.337,3209.46,7674.724
2022-09-13 01:30,8692.562,4853.606,3209.473,7674.844
2022-09-13 01:45,8692.932,4853.68,3209.502,7675.178
2022-09-13 02:00,8693.04,4853.793,3209.584,7675.415
2022-09-13 02:15,8693.202,4854.031,3209.669,7675.527
2022-09-13 02:30,8693.346,4854.231,3209.67,7675.716
2022-09-13 02:45,8693.656,4854.469,3209.732,7675.889
2022-09-13 03:00,8693.776,4854.598,3209.798,7676.227
2022-09-13 03:15,8694.244,4854.89,3209.825,7676.282
2022-09-13 03:30,8694.532,4855.081,3210.022,7676.663
2022-09-13 03:45,8694.878,4855.379,3210.176,7676.957
2022-09-13 04:00,8695.058,4855.45,3210.227,7677.135
2022-09-13 04:15,8695.436,4855.743,3210.346,7677.503
2022-09-13 04:30,8695.546,4855.888,3210.386,7677.802
2022-09-13 04:45,8695.677,4856.146,3210.452,7678.096
2022-09-13 05:00,8696.143,4856.438,3210.632,7678.386
2022-09-13 05:15,8696.329,4856.496,3210.794,7678.45
2022-09-13 05:30,8696.625,4856.74,3210.959,7678.594
2022-09-13 05:45,8696.934,4856.889,3211.036,7678.95
2022-09-13 06:00,8697.108,4857.048,3211.139,7679.32
2022-09-13 06:15,8697.444,4857.165,3211.16,7679.538
2022-09-13 06:30,8697.648,4857.392,3211.333,7679.729
2022-09-13 06:45,8698.011,4857.568,3211.475,7679.816
2022-09-13 07:00,8698.214,4857.681,3211.643,7680.07
2022-09-13 07:15,8698.487,4857.924,3211.663,7680.403
2022-09-13 07:30,8698.787,4858.071,3211.718,7680.502
2022-09-13 07:45,8698.895,4858.286,3211.788,7680.66
2022-09-13 08:00,8699.038,4858.377,3211.981,7680.776
2022-09-13 08:15,8699.173,4858.659,3212.148,7681.081
2022-09-13 08:30,8699.454,4858.75,3212.313,7681.422
2022-09-13 08:45,8699.769,4858.919,3212.448,7681.556
2022-09-13 09:00,8700.259,4859.12,3212.457,7681.8
2022-09-13 09:15,8700.497,4859.398,3212.614,7681.855
2022-09-13 09:30,8700.669,4859.547,3212.804,7682.031
2022-09-13 09:45,8701.156,4859.67,3212.811,7682.216
2022-09-13 10:00,8701.47,4859.928,3212.861,7682.478
2022-09-13 10:15,8701.955,4860.088,3212.875,7682.772
2022-09-13 10:30,8702.196,4860.266,3212.998,7683.05
2022-09-13 10:45,8702.325,4860.523,3213.041,7683.226
2022-09-13 11:00,8702.607,4860.597,3213.205,7683.262
2022-09-13 11:15,8703.099,4860.881,3213.373,7683.485
2022-09-13 11:30,8703.227,4861.025,3213.556,7683.487
2022-09-13 11:45,8703.518,4861.249,3213.569,7683.816
2022-09-13 12:00,8703.957,4861.386,3213.571,7683.898
2022-09-13 12:15,8704.141,4861.471,3213.704,7683.936
2022-09-13 12:30,8704.558,4861.588,3213.809,7683.995
2022-09-13 12:45,8704.684,4861.68,3213.859,7684.111
2022-09-13 13:00,8704.91,4861.94,3213.882,7684.22
2022-09-13 13:15,8705.078,4861.994,3213.963,7684.369
2022-09-13 13:30,8705.568,4862.254,3214.119,7684.691
2022-09-13 13:45,8705.911,4862.394,3214.28,7685.073
2022-09-13 14:00,8706.122,4862.687,3214.315,7685.159
2022-09-13 14:15,8706.591,4862.968,3214.448,7685.247
2022-09-13 14:30,8706.913,4863.148,3214.597,7685.411
2022-09-13 14:45,8707.155,4863.224,3214.615,7685.531
2022-09-13 15:00,8707.539,4863.468,3214.648,7685.684
2022-09-13 15:15,8707.909,4863.671,3214.742,7685.977
2022-09-13 15:30,8708.394,4863.897,3214.862,7686.203
2022-09-13 15:45,8708.518,4864.141,3214.9,7686.355
2022-09-13 16:00,8708.969,4864.308,3215.086,7686.374
2022-09-13 16:15,8709.33,4864.593,3215.214,7686.419
2022-09-13 16:30,8709.491,4864.668,3215.256,7686.627
2022-09-13 16:45,8709.754,4864.775,3215.276,7686.774
2022-09-13 17:00,8709.877,4864.942,3215.471,7686.944
2022-09-13 17:15,8710.325,4865.134,3215.664,7686.965
2022-09-13 17:30,8710.465,4865.216,3215.729,7687.157
2022-09-13 17:45,8710.653,4865.468,3215.902,7687.382
2022-09-13 18:00,8711.037,4865.697,3215.957,7687.62
2022-09-13 18:15,8711.441,4865.879,3216.089,7687.959
2022-09-13 18:30,8711.628,4866.048,3216.111,7688.084
2022-09-13 18:45,8711.79,4866.221,3216.236,7688.089
2022-09-13 19:00,8711.9,4866.398,3216.351,7688.475
2022-09-13 19:15,8712.032,4866.504,3216.393,7688.486
2022-09-13 19:30,8712.485,4866.654,3216.45,7688.489
2022-09-13 19:45,8712.657,4866.738,3216.531,7688.74
2022-09-13 20:00,8712.918,4866.961,3216.693,7689.067
2022-09-13 20:15,8713.326,4867.1,3216.847,7689.2
2022-09-13 20:30,8713.819,4867.258,3216.988,7689.433
2022-09-13 20:45,8714.268,4867.362,3217.169,7689.565
2022-09-13 21:00,8714.737,4867.629,3217.224,7689.811
2022-09-13 21:15,8715.17,4867.69,3217.257,7689.944
2022-09-13 21:30,8715.41,4867.869,3217.367,7690.294
2022-09-13 21:45,8715.765,4868.082,3217.531,7690.306
2022-09-13 22:00,8716.147,4868.317,3217.569,7690.456
2022-09-13 22:15,8716.413,4868.469,3217.578,7690.715
2022-09-13 22:30,8716.754,4868.681,3217.728,7691.082
2022-09-13 22:45,8717.242,4868.795,3217.92,7691.34
2022-09-13 23:00,8717.473,4868.966,3218.082,7691.739
2022-09-13 23:15,8717.941,4869.033,3218.184,7692.029
2022-09-13 23:30,8718.436,4869.108,3218.359,7692.41
2022-09-13 23:45,8718.771,4869.311,3218.494,7692.454
2022-09-14 00:00,8719.237,4869.592,3218.586,7692.534
2022-09-14 00:15,8719.634,4869.677,3218.67,7692.685
2022-09-14 00:30,8720.022,4869.824,3218.858,7693.009
2022-09-14 00:45,8720.167,4869.93,3218.886,7693.081
2022-09-14 01:00,8720.566,4870.086,3219.055,7693.182
2022-09-14 01:15,8720.737,4870.288,3219.232,7693.209
2022-09-14 01:30,8721.14,4870.493,3219.358,7693.337
2022-09-14 01:45,8721.264,4870.786,3219.557,7693.416
2022-09-14 02:00,8721.714,4870.932,3219.653,7693.773
2022-09-14 02:15,8721.889,4871.132,3219.723,7694.035
2022-09-14 02:30,8722.332,4871.248,3219.758,7694.122
2022-09-14 02:45,8722.79,4871.537,3219.878,7694.479
2022-09-14 03:00,8722.931,4871.639,3219.879,7694.768
2022-09-14 03:15,8723.078,4871.756,3220.059,7695.122
2022-09-14 03:30,8723.568,4871.922,3220.256,7695.437
2022-09-14 03:45,8724.062,4872.08,3220.416,7695.685
2022-09-14 04:00,8724.2,4872.321,3220.59,7695.803
2022-09-14 04:15,8724.554,4872.591,3220.749,7695.811
2022-09-14 04:30,8724.802,4872.703,3220.852,7696.129
2022-09-14 04:45,8724.926,4872.869,3220.87,7696.498
2022-09-14 05:00,8725.366,4873.138,3220.981,7696.784
2022-09-14 05:15,8725.732,4873.348,3221.044,7696.851
2022-09-14 05:30,8725.856,4873.61,3221.069,7697.056
2022-09-14 05:45,8726.137,4873.721,3221.258,7697.266
2022-09-14 06:00,8726.4,4873.953,3221.271,7697.507
2022-09-14 06:15,8726.894,4874.024,3221.452,7697.747
2022-09-14 06:30,8727.392,4874.087,3221.636,7697.978
2022-09-14 06:45,8727.583,4874.196,3221.776,7698.059
2022-09-14 07:00,8727.988,4874.297,3221.792,7698.383
2022-09-14 07:15,8728.353,4874.433,3221.868,7698.72
2022-09-14 07:30,8728.627,4874.663,3221.996,7698.983
2022-09-14 07:45,8728.957,4874.753,3222.042,7699.359
2022-09-14 08:00,8729.221,4874.963,3222.202,7699.653
2022-09-14 08:15,8729.337,4875.124,3222.385,7699.731
2022-09-14 08:30,8729.739,4875.199,3222.422,7700.056
2022-09-14 08:45,8730.157,4875.363,3222.576,7700.334
2022-09-14 09:00,8730.631,4875.431,3222.621,7700.659
2022-09-14 09:15,8730.939,4875.688,3222.63,7700.765
2022-09-14 09:30,8731.066,4875.804,3222.687,7701.009
2022-09-14 09:45,8731.537,4875.886,3222.877,7701.392
2022-09-14 10:00,8731.737,4876.142,3223.064,7701.754
2022-09-14 10:15,8731.89,4876.425,3223.128,7701.948
2022-09-14 10:30,8732.048,4876.661,3223.191,7702.147
2022-09-14 10:45,8732.384,4876.713,3223.345,7702.405
2022-09-14 11:00,8732.641,4876.885,3223.517,7702.452
2022-09-14 11:15,8733.024,4876.986,3223.711,7702.463
2022-09-14 11:30,8733.157,4877.061,3223.799,7702.752
2022-09-14 11:45,8733.264,4877.212,3223.978,7702.866
2022-09-14 12:00,8733.748,4877.289,3224.172,7702.928
2022-09-14 12:15,8733.884,4877.361,3224.322,7703.131
2022-09-14 12:30,8734.123,4877.424,3224.402,7703.425
2022-09-14 12:45,8734.23,4877.663,3224.453,7703.649
2022-09-14 13:00,8734.684,4877.813,3224.525,7703.766
2022-09-14 13:15,8735.122,4878.064,3224.595,7704.077
2022-09-14 13:30,8735.458,4878.126,3224.599,7704.343
2022-09-14 13:45,8735.621,4878.299,3224.777,7704.7
2022-09-14 14:00,8736.042,4878.358,3224.905,7704.887
2022-09-14 14:15,8736.169,4878.632,3224.969,7705.234
2022-09-14 14:30,8736.452,4878.742,3225.002,7705.355
2022-09-14 14:45,8736.678,4878.95,3225.143,7705.588
2022-09-14 15:00,8737.177,4879.207,3225.195,7705.745
2022-09-14 15:15,8737.668,4879.328,3225.286,7706.017
2022-09-14 15:30,8738.1,4879.554,3225.481,7706.02
2022-09-14 15:45,8738.381,4879.743,3225.601,7706.137
2022-09-14 16:00,8738.682,4879.928,3225.79,7706.218
2022-09-14 16:15,8739.002,4879.981,3225.969,7706.363
2022-09-14 16:30,8739.326,4880.249,3226.076,7706.471
2022-09-14 16:45,8739.499,4880.311,3226.196,7706.503
2022-09-14 17:00,8739.679,4880.561,3226.295,7706.79
2022-09-14 17:15,8740.062,4880.617,3226.357,7706.998
2022-09-14 17:30,8740.5,4880.669,3226.486,7707.236
2022-09-14 17:45,8740.984,4880.828,3226.524,7707.374
2022-09-14 18:00,8741.388,4880.904,3226.642,7707.722
2022-09-14 18:15,8741.71,4881.053,3226.698,7708.117
2022-09-14 18:30,8741.845,4881.19,3226.845,7708.361
2022-09-14 18:45,8741.979,4881.447,3227.031,7708.415
2022-09-14 19:00,8742.14,4881.632,3227.099,7708.558
2022-09-14 19:15,8742.522,4881.852,3227.192,7708.899
2022-09-14 19:30,8742.734,4882.003,3227.304,7709.19
2022-09-14 19:45,8743.003,4882.083,3227.41,7709.204
2022-09-14 20:00,8743.164,4882.134,3227.541,7709.251
2022-09-14 20:15,8743.359,4882.302,3227.733,7709.346
2022-09-14 20:30,8743.607,4882.526,3227.785,7709.569
2022-09-14 20:45,8743.952,4882.666,3227.836,7709.774
2022-09-14 21:00,8744.443,4882.952,3227.975,7710.143
2022-09-14 21:15,8744.594,4883.071,3228.075,7710.438
2022-09-14 21:30,8744.812,4883.201,3228.109,7710.759
2022-09-14 21:45,8745.31,4883.295,3228.147,7711.128
2022-09-14 22:00,8745.763,4883.545,3228.194,7711.357
2022-09-14 22:15,8746.246,4883.779,3228.344,7711.471
2022-09-14 22:30,8746.557,4884.064,3228.504,7711.802
2022-09-14 22:45,8746.752,4884.237,3228.566,7711.922
2022-09-14 23:00,8746.932,4884.367,3228.681,7712.224
2022-09-14 23:15,8747.354,4884.554,3228.731,7712.552
2022-09-14 23:30,8747.826,4884.625,3228.875,7712.594
2022-09-14 23:45,8748.173,4884.783,3229.012,7712.673
2022-09-15 00:00,8748.548,4885.012,3229.04,7712.777
2022-09-15 00:15,8749.001,4885.258,3229.112,7712.945
2022-09-15 00:30,8749.204,4885.455,3229.27,7713.233
2022-09-15 00:45,8749.537,4885.584,3229.385,7713.381
2022-09-15 01:00,8749.863,4885.859,3229.538,7713.446
